#"Step","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
1000,241.333509602,1702.37599144,0.0124738315839
2000,144.373920439,1195.98117233,0.0124738315839
3000,135.956527992,420.51902598,0.0124738315839
4000,84.4157569862,567.531341992,0.0124738315839
5000,56.8227921199,335.554671307,0.0124738315839
6000,49.496978024,327.407915792,0.0124738315839
7000,64.1886264018,221.859213072,0.0124738315839
8000,52.7366147181,305.501709676,0.0124738315839
9000,73.0775762315,196.46121973,0.0124738315839
10000,59.7238073809,299.828081313,0.0124738315839
11000,56.386330507,361.652692033,0.0124738315839
12000,83.9669704882,252.242475119,0.0124738315839
13000,59.2692155963,273.85183912,0.0124738315839
14000,72.1590629908,392.31281913,0.0124738315839
15000,90.1584467915,281.791446106,0.0124738315839
16000,62.4048290809,426.266078909,0.0124738315839
17000,56.8664819862,349.570054065,0.0124738315839
18000,72.7380731348,286.163135497,0.0124738315839
19000,54.4043979779,240.69218284,0.0124738315839
20000,45.5764110351,201.6842887,0.0124738315839
21000,55.3670964674,216.121542515,0.0124738315839
22000,50.4617112634,319.213587244,0.0124738315839
23000,61.5628211468,240.223064398,0.0124738315839
24000,48.8040741413,243.182348517,0.0124738315839
25000,61.2675620245,281.120142183,0.0124738315839
26000,55.3090389529,247.358850733,0.0124738315839
27000,45.2370110954,371.777857385,0.0124738315839
28000,66.975646105,367.555520205,0.0124738315839
29000,63.9768678627,400.028967947,0.0124738315839
30000,64.3629756578,317.152168865,0.0124738315839
31000,58.8483215549,396.026815406,0.0124738315839
32000,62.4167767729,334.992983022,0.0124738315839
33000,61.4235943977,223.060306052,0.0124738315839
34000,46.5946865227,249.860869509,0.0124738315839
35000,55.8847226342,215.768544476,0.0124738315839
36000,57.189061673,304.297172217,0.0124738315839
37000,68.2739024531,284.031146366,0.0124738315839
38000,53.0130439229,226.341772323,0.0124738315839
39000,69.7257585487,155.369720108,0.0124738315839
40000,51.9589651663,359.619120137,0.0124738315839
41000,72.0098769474,233.279065386,0.0124738315839
42000,69.6783657462,297.964309048,0.0124738315839
43000,55.57373298,299.97453712,0.0124738315839
44000,54.0794982974,376.796119114,0.0124738315839
45000,60.8125524811,451.766502614,0.0124738315839
46000,65.854820667,384.009543886,0.0124738315839
47000,70.5590456844,298.675140879,0.0124738315839
48000,53.5959561759,345.099755824,0.0124738315839
49000,50.7634171297,220.809924377,0.0124738315839
50000,61.4558040065,254.139287219,0.0124738315839
51000,56.7655244704,325.521687463,0.0124738315839
52000,57.7089573113,297.635791203,0.0124738315839
53000,45.2974916461,212.86042816,0.0124738315839
54000,49.8019198287,253.62102323,0.0124738315839
55000,55.6063840131,114.041979543,0.0124738315839
56000,52.8711419755,194.667690637,0.0124738315839
57000,51.4552208242,337.753751018,0.0124738315839
58000,60.4545706656,539.080556735,0.0124738315839
59000,57.1749362981,374.94203728,0.0124738315839
60000,57.1522447572,304.284467852,0.0124738315839
61000,57.7222554853,269.355401536,0.0124738315839
62000,81.425061204,330.036219453,0.0124738315839
63000,76.8343575088,402.534322096,0.0124738315839
64000,64.1473911746,285.568593937,0.0124738315839
65000,63.4394395489,281.569817117,0.0124738315839
66000,52.4124548209,390.748968159,0.0124738315839
67000,61.093729528,204.8266507,0.0124738315839
68000,70.8818044057,283.265091572,0.0124738315839
69000,59.5311511901,301.691567834,0.0124738315839
70000,66.0871487605,260.779917156,0.0124738315839
71000,55.2754225381,238.589952864,0.0124738315839
72000,58.7259958991,250.157934862,0.0124738315839
73000,44.9082831478,294.788309915,0.0124738315839
74000,40.3783914171,278.961941188,0.0124738315839
75000,45.5645715887,241.210721263,0.0124738315839
76000,53.0921098609,264.264074086,0.0124738315839
77000,62.2067529173,202.174682582,0.0124738315839
78000,51.9149439935,220.281011725,0.0124738315839
79000,43.8229300834,309.937317855,0.0124738315839
80000,51.2680519674,392.15965805,0.0124738315839
81000,47.55591376,250.878472762,0.0124738315839
82000,53.3277950731,272.763532096,0.0124738315839
83000,69.5868438282,354.791222034,0.0124738315839
84000,53.0866162834,244.010756148,0.0124738315839
85000,58.3253643472,246.141552439,0.0124738315839
86000,64.3148787839,213.046224945,0.0124738315839
87000,59.8248538473,419.244910787,0.0124738315839
88000,65.7722052511,292.070186841,0.0124738315839
89000,54.4606254578,322.068249151,0.0124738315839
90000,60.4086395554,381.588495043,0.0124738315839
91000,49.7014694412,346.359753292,0.0124738315839
92000,63.7168298302,186.36472465,0.0124738315839
93000,56.495708376,280.22423389,0.0124738315839
94000,63.5906645523,286.07381362,0.0124738315839
95000,69.3553444051,327.670555198,0.0124738315839
96000,42.9289863746,282.712329549,0.0124738315839
97000,41.0498775263,199.394708786,0.0124738315839
