#"Step","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
1000,245.931429676,266.181784484,0.0186973163154
2000,249.864217197,282.341434238,0.0186973163154
3000,263.106553521,367.758627173,0.0186973163154
4000,253.844298789,280.293384635,0.0186973163154
5000,240.924138491,204.918337438,0.0186973163154
6000,251.117374905,326.056893872,0.0186973163154
7000,258.436784626,301.415773912,0.0186973163154
8000,253.865618928,407.79685766,0.0186973163154
9000,266.155209691,271.285232155,0.0186973163154
10000,247.90421942,338.288352893,0.0186973163154
11000,246.655969822,276.821245361,0.0186973163154
12000,235.246989872,235.051777075,0.0186973163154
13000,235.893416656,328.608593049,0.0186973163154
14000,233.172213358,315.918650519,0.0186973163154
15000,260.923849521,265.996330211,0.0186973163154
16000,270.725094471,339.583328473,0.0186973163154
17000,253.445354917,239.485249976,0.0186973163154
18000,253.864179038,394.682731227,0.0186973163154
19000,252.446814297,361.213916098,0.0186973163154
20000,248.855100456,261.386357051,0.0186973163154
21000,249.877048161,355.201608848,0.0186973163154
22000,260.551899749,425.735320322,0.0186973163154
23000,256.764191249,255.802167392,0.0186973163154
24000,249.130887063,222.675746418,0.0186973163154
25000,244.000659638,425.702302846,0.0186973163154
26000,258.50422893,358.987762352,0.0186973163154
27000,250.26021314,351.972635392,0.0186973163154
28000,242.500962248,386.100128715,0.0186973163154
29000,252.873757249,252.154244691,0.0186973163154
30000,242.297728483,312.702190791,0.0186973163154
31000,245.399054687,366.336661837,0.0186973163154
32000,245.740366483,254.221824282,0.0186973163154
33000,246.652629449,227.590792736,0.0186973163154
34000,248.745702278,329.029303751,0.0186973163154
35000,279.059388257,196.581301629,0.0186973163154
36000,267.794311416,311.315014205,0.0186973163154
37000,262.223434325,320.584267806,0.0186973163154
38000,262.180342583,238.156981114,0.0186973163154
39000,259.61293915,316.246127861,0.0186973163154
40000,251.669409205,247.891888617,0.0186973163154
41000,247.345437193,378.210872846,0.0186973163154
42000,249.62136038,264.025716696,0.0186973163154
43000,245.418203729,285.277584373,0.0186973163154
44000,253.026464894,316.906357874,0.0186973163154
45000,245.446183134,295.867280843,0.0186973163154
46000,243.994480042,174.860680142,0.0186973163154
47000,243.807586679,293.063944011,0.0186973163154
48000,236.194611372,218.430749665,0.0186973163154
49000,255.217347306,240.370585787,0.0186973163154
50000,231.54466488,294.561664716,0.0186973163154
51000,241.145448743,307.958562272,0.0186973163154
52000,245.199809482,340.56234318,0.0186973163154
53000,252.12088955,246.142222439,0.0186973163154
54000,238.084860431,227.758962194,0.0186973163154
55000,258.819373175,335.80460707,0.0186973163154
56000,245.505049496,356.860716668,0.0186973163154
57000,242.903284741,259.45007752,0.0186973163154
58000,234.079983974,182.893221955,0.0186973163154
59000,236.994217058,253.461035964,0.0186973163154
60000,251.479211924,245.859907426,0.0186973163154
61000,248.370394636,213.797908505,0.0186973163154
62000,259.7244708,251.947147793,0.0186973163154
63000,251.838130706,254.596461357,0.0186973163154
64000,239.508131381,185.227062222,0.0186973163154
65000,243.00362879,197.435913948,0.0186973163154
66000,246.433632751,258.276991088,0.0186973163154
67000,267.162409426,169.205176987,0.0186973163154
68000,249.591508008,239.756998101,0.0186973163154
69000,256.408529633,284.963260309,0.0186973163154
70000,256.98496574,351.614603207,0.0186973163154
71000,250.210749502,399.556045407,0.0186973163154
72000,259.185205771,427.253918101,0.0186973163154
73000,265.762113401,188.296835912,0.0186973163154
74000,235.783464127,315.219427663,0.0186973163154
75000,255.19511824,301.291886667,0.0186973163154
76000,260.88215818,280.618643874,0.0186973163154
77000,242.893409427,225.534841699,0.0186973163154
78000,239.981732273,296.243506225,0.0186973163154
79000,252.296761022,397.279136907,0.0186973163154
80000,251.513368086,407.863555037,0.0186973163154
81000,250.032724621,303.746102906,0.0186973163154
82000,261.988319137,293.761060746,0.0186973163154
83000,245.802752352,301.337077104,0.0186973163154
84000,245.69837072,257.371825042,0.0186973163154
85000,262.101182698,315.011060616,0.0186973163154
86000,266.065271586,392.122444892,0.0186973163154
87000,260.326628476,293.206348067,0.0186973163154
88000,246.659348393,184.802676941,0.0186973163154
89000,255.744766558,436.915918418,0.0186973163154
90000,248.755210924,378.212605057,0.0186973163154
91000,262.627809696,217.818946659,0.0186973163154
92000,244.789209249,336.408548562,0.0186973163154
93000,265.968954742,299.022596196,0.0186973163154
94000,254.432657208,295.75661596,0.0186973163154
95000,250.070066048,228.576429058,0.0186973163154
96000,254.28022078,312.830578733,0.0186973163154
97000,265.952211974,284.513884993,0.0186973163154
98000,245.446917214,327.988556866,0.0186973163154
99000,234.782376407,222.974130429,0.0186973163154
100000,241.59970568,271.152307742,0.0186973163154
101000,239.669807677,220.163445894,0.0186973163154
102000,236.119386765,176.473356304,0.0186973163154
103000,252.496625454,307.482502189,0.0186973163154
104000,242.177385968,358.268550668,0.0186973163154
105000,254.528434266,334.0306672,0.0186973163154
106000,242.047526876,311.022441641,0.0186973163154
107000,236.839213456,269.09719725,0.0186973163154
108000,242.233021738,222.488094986,0.0186973163154
109000,258.237621499,288.700724631,0.0186973163154
110000,241.001282302,191.23613012,0.0186973163154
111000,240.738338112,153.555540068,0.0186973163154
112000,249.277465027,206.444805057,0.0186973163154
113000,238.665915311,284.050197569,0.0186973163154
114000,251.565162734,329.407194857,0.0186973163154
115000,265.148304929,252.250440293,0.0186973163154
116000,256.249776121,280.378258912,0.0186973163154
117000,267.909398745,216.92968213,0.0186973163154
118000,237.25434277,328.399448865,0.0186973163154
119000,245.977368391,299.052724784,0.0186973163154
120000,245.533911476,306.587531855,0.0186973163154
121000,261.971861679,326.373520651,0.0186973163154
122000,253.662192435,382.593836963,0.0186973163154
123000,259.751585348,244.648016395,0.0186973163154
124000,245.833778132,164.391323252,0.0186973163154
125000,238.902323673,279.889042659,0.0186973163154
126000,268.332513104,227.865278503,0.0186973163154
127000,247.790743261,277.004784436,0.0186973163154
128000,263.770552679,211.690962065,0.0186973163154
129000,237.437182812,311.143644588,0.0186973163154
130000,246.515690493,221.998859638,0.0186973163154
131000,258.608436573,270.34830536,0.0186973163154
132000,248.392790586,184.533395039,0.0186973163154
133000,244.62972472,324.699528364,0.0186973163154
134000,248.622772967,312.639413551,0.0186973163154
135000,258.616969738,252.350017048,0.0186973163154
136000,257.324332619,407.19072029,0.0186973163154
137000,274.423591244,370.26105748,0.0186973163154
138000,265.813612852,252.623597691,0.0186973163154
139000,239.94905119,251.015751526,0.0186973163154
140000,243.009244492,154.421875437,0.0186973163154
141000,239.95353865,249.844058228,0.0186973163154
142000,252.58574451,174.461911272,0.0186973163154
143000,250.636515238,259.318996437,0.0186973163154
144000,257.898863977,176.308802353,0.0186973163154
145000,264.918048464,467.873197938,0.0186973163154
146000,249.389835908,386.070659394,0.0186973163154
147000,235.125530449,343.293033074,0.0186973163154
148000,251.826475576,325.541429756,0.0186973163154
149000,241.622407739,509.139052377,0.0186973163154
150000,259.819807853,222.457111354,0.0186973163154
151000,257.704799677,371.722912991,0.0186973163154
152000,245.992554748,295.539530947,0.0186973163154
153000,244.705504054,285.005633939,0.0186973163154
154000,250.588742411,269.864475228,0.0186973163154
155000,259.463072412,294.693434252,0.0186973163154
156000,261.46909525,346.98652736,0.0186973163154
157000,252.686061425,563.221919389,0.0186973163154
158000,270.996464734,328.929031153,0.0186973163154
159000,250.755547905,433.156230791,0.0186973163154
160000,250.861162894,332.021703301,0.0186973163154
161000,263.723774543,299.048828399,0.0186973163154
162000,253.182235987,254.239741721,0.0186973163154
163000,259.397064687,184.866277516,0.0186973163154
164000,262.14502343,263.643831932,0.0186973163154
165000,265.11304886,276.890436592,0.0186973163154
166000,246.312879178,341.717317349,0.0186973163154
167000,246.984365764,272.728343042,0.0186973163154
168000,244.0007467,179.430341091,0.0186973163154
169000,253.651422695,201.438280341,0.0186973163154
170000,254.459415965,300.000664677,0.0186973163154
171000,234.020229556,322.268547653,0.0186973163154
172000,255.55070043,252.298577532,0.0186973163154
173000,247.524502897,281.86423587,0.0186973163154
174000,241.915466793,251.570240506,0.0186973163154
175000,255.693864612,232.814744907,0.0186973163154
176000,249.797348204,259.610561408,0.0186973163154
177000,235.065040938,273.93270019,0.0186973163154
178000,244.833776554,255.888668774,0.0186973163154
179000,248.875018956,358.379829595,0.0186973163154
180000,237.050098801,286.445215301,0.0186973163154
181000,248.211703451,178.904230219,0.0186973163154
182000,252.935606757,283.404699878,0.0186973163154
