	InChI_keys	SMILES_strings	Molecular_formulas	AlkEthOH_ID
1247	KYWJZCSJMOILIZ-ZETCQYMHSA-N	CCC[C@](C)(CC)O	C7H16O	AlkEthOH_c1055
1248	CCOYZMRZAJDLCF-RKDXNWHRSA-N	C[C@@H]1CCCCOC[C@H](O1)C	C9H18O2	AlkEthOH_r944
1249	OGWQODXOIGQTRT-WDSKDSINSA-N	C[C@@H](O)O[C@@H](C(C)C)O	C6H14O3	AlkEthOH_c350
1250	QMLWSAXEQSBAAQ-UHFFFAOYSA-N	C1C(CO1)O	C3H6O2	AlkEthOH_r3
1251	SUCKNXAQIMPMOC-PWNYCUMCSA-N	C1[C@H]([C@@H](O1)O)O	C3H6O3	AlkEthOH_r0
1252	SMNMTUSZBJHFSO-YFKPBYRVSA-N	C[C@@H](CCOCO)O	C5H12O3	AlkEthOH_c755
1253	WELRQTQVSYOPGS-YUMQZZPRSA-N	C[C@@H](C[C@H](C)OC(C)(C)C)O	C9H20O2	AlkEthOH_c671
1254	SOZFVEBFRCACOE-LURJTMIESA-N	C[C@@H](C(C)(C)C(C)(C)O)O	C8H18O2	AlkEthOH_c50
1255	STNXRVSUSQNDLT-RFZPGFLSSA-N	C[C@H](O)O[C@](C)(CO)O	C5H12O4	AlkEthOH_c849
1256	NALBPLUBKABEAE-UHFFFAOYSA-N	CC(C)OCCC(C)(C)O	C8H18O2	AlkEthOH_c586
1257	AVIYEYCFMVPYST-LURJTMIESA-N	CCC[C@@H](CCO)O	C6H14O2	AlkEthOH_c1106
1258	WOQRXKDKOLGGER-UHFFFAOYSA-N	CCCC(C)(C)COC	C8H18O	AlkEthOH_c1038
1259	UGXBCUFVNCOZTF-WDSKDSINSA-N	C[C@@]1(CCOC[C@@H]1O)O	C6H12O3	AlkEthOH_r544
1260	DNJRSNYMHOVSGB-OCAPTIKFSA-N	C1CC[C@H](C[C@H](CC1)O)O	C8H16O2	AlkEthOH_r40
1261	RLWWHEFTJSHFRN-WDSKDSINSA-N	CC[C@@](C)([C@H](C)O)O	C6H14O2	AlkEthOH_c912
1262	JGBCZSXSVQTOHL-UHFFFAOYSA-N	CC(C)CCOC(C)C	C8H18O	AlkEthOH_c468
1263	KLIHWYNSISMOMR-QMMMGPOBSA-N	CC[C@@](C)(C(C)(C)C)O	C8H18O	AlkEthOH_c908
1264	XSVKOKYISGWZPQ-LURJTMIESA-N	C1C[C@@H](CCOC1)O	C6H12O2	AlkEthOH_r20
1265	XYHGSPUTABMVOC-YFKPBYRVSA-N	C[C@](CCO)(CO)O	C5H12O3	AlkEthOH_c724
1266	AQIXEPGDORPWBJ-UHFFFAOYSA-N	CCC(CC)O	C5H12O	AlkEthOH_c994
1267	SACHJGYJMDIMKP-RQJHMYQMSA-N	C[C@@]1(C[C@@H](OCCOC1)O)O	C7H14O4	AlkEthOH_r285
1268	VLWZZERIFPENKT-QMMMGPOBSA-N	CC1(C[C@@H](COCCCO1)O)C	C9H18O3	AlkEthOH_r251
1269	YPGCQCYHIVEPFB-WHFBIAKZSA-N	C[C@]1(CO[C@](O1)(C)O)O	C5H10O4	AlkEthOH_r599
1270	LMBRNHUEXIDWKI-NKWVEPMBSA-N	C[C@@]1(C[C@H](CCOCO1)O)O	C7H14O4	AlkEthOH_r246
1271	MRSAPNOVEQKINJ-RFZPGFLSSA-N	C[C@@H]1[C@@H](OCCO1)O	C5H10O3	AlkEthOH_r770
1272	HGGJNDQMXCTKCR-SECBINFHSA-N	CC[C@](C)(CC(C)(C)C)O	C9H20O	AlkEthOH_c941
1273	WSOKFYJGNBQDPW-UHFFFAOYSA-N	CCCC(C)(C)CCC	C9H20	AlkEthOH_c1035
1274	IVDFJHOHABJVEH-UHFFFAOYSA-N	CC(C)(C(C)(C)O)O	C6H14O2	AlkEthOH_c128
1275	DZOFFXWEVPDHME-UHFFFAOYSA-N	CC1(CCCOCOC1)C	C8H16O2	AlkEthOH_r503
1276	UPOMCDPCTBJJDA-UHFFFAOYSA-N	CC(C)COC(C)(C)C	C8H18O	AlkEthOH_c473
1277	VJDIGAFWKWBRNB-BQBZGAKWSA-N	C[C@]1(CCCC[C@H](O1)O)O	C7H14O3	AlkEthOH_r336
1278	KSTOUTVBGBEWOS-WHFBIAKZSA-N	C[C@H]1C[C@@H](CO1)O	C5H10O2	AlkEthOH_r801
1279	OZUFEQDQXNVXDU-RNFRBKRXSA-N	C[C@@]1([C@@H](COCCCO1)O)O	C7H14O4	AlkEthOH_r204
1280	SDTWQUNABMHEEK-VIFPVBQESA-N	C[C@H]1CC(OCCCCO1)(C)C	C10H20O2	AlkEthOH_r816
1281	SDDSFXVCZHJKCU-WDSKDSINSA-N	C[C@@H](O)O[C@H](O)OC(C)(C)C	C7H16O4	AlkEthOH_c876
1282	PIYVGPKPVKCJMQ-LURJTMIESA-N	CCOCC[C@H](C)O	C6H14O2	AlkEthOH_c1277
1283	NMXORVKGCCOGPH-SNVBAGLBSA-N	C[C@@]1(CCCCOCC(O1)(C)C)O	C10H20O3	AlkEthOH_r621
1284	IJXFSWKVDONIJH-UHFFFAOYSA-N	CC(C)(CO)OC(C)(C)O	C7H16O3	AlkEthOH_c232
1285	MJLHTJYKXNBVDJ-VIFPVBQESA-N	C[C@H]1COCCCCC1(C)C	C10H20O	AlkEthOH_r1076
1286	MYZRWMXDUQXXQQ-NKWVEPMBSA-N	C[C@H]1[C@@H](OCCCCO1)O	C7H14O3	AlkEthOH_r766
1287	NHNNIMVRQJIZFW-UHFFFAOYSA-N	CC(C)(C)OCO	C5H12O2	AlkEthOH_c191
1288	PBVVKKCMOMDGNB-YFKPBYRVSA-N	CC1([C@H](CCO1)O)C	C6H12O2	AlkEthOH_r194
1289	KDHISNLBQJGNAK-UHFFFAOYSA-N	CCOC(C)(C)OCO	C6H14O3	AlkEthOH_c1201
1290	DAKCRYBZFCXJPG-SCSAIBSYSA-N	C[C@H](OC)OCO	C4H10O3	AlkEthOH_c895
1291	UOZJSKRIKPQUAY-YUMQZZPRSA-N	C[C@H]1CCCCO[C@@H](C1)O	C8H16O2	AlkEthOH_r928
1292	GSQFUEPQVUSAPE-RXMQYKEDSA-N	CC[C@H](C(C)(C)O)O	C6H14O2	AlkEthOH_c903
1293	NIJUYTIVQSWYLL-UHNVWZDZSA-N	C[C@H](CO)O[C@@H](C)O	C5H12O3	AlkEthOH_c777
1294	YCKHLJPATBGLSF-ZETCQYMHSA-N	C[C@H]1CCCCCO1	C7H14O	AlkEthOH_r907
1295	CVRIFBBKEJBQJA-QMMMGPOBSA-N	C[C@H]1OCCCOCC(O1)(C)C	C9H18O3	AlkEthOH_r1137
1296	VAAOLECQUXVEBY-WDSKDSINSA-N	C[C@@H](O)OC(C)(C)O[C@@H](C)O	C7H16O4	AlkEthOH_c841
1297	USWOQOMRDCYQMW-MRVPVSSYSA-N	C[C@H](C(C)(C)CC(C)(C)C)O	C10H22O	AlkEthOH_c57
1298	KFJDMKCUDABANL-UHFFFAOYSA-N	CC(C)OC(C)(C)C(C)(C)O	C9H20O2	AlkEthOH_c502
1299	PYOLJOJPIPCRDP-MRVPVSSYSA-N	C[C@@H]1CCCC(C1)(C)C	C9H18	AlkEthOH_r850
1300	ACBMYYVZWKYLIP-UHFFFAOYSA-N	CCCCCC(C)(C)O	C8H18O	AlkEthOH_c1128
1301	BPTDGHXAJZIGTI-MRVPVSSYSA-N	C[C@@H]1CCCCOCC1	C8H16O	AlkEthOH_r946
1302	IUIIMFSSAFKYDP-VIFPVBQESA-N	C[C@]1(CCCCOC(O1)(C)C)O	C9H18O3	AlkEthOH_r690
1303	GEGLCBTXYBXOJA-VKHMYHEASA-N	C[C@@H](O)OC	C3H8O2	AlkEthOH_c815
1304	OZJNSFQAERMMFK-VIFPVBQESA-N	CC(C)C[C@@](C)(O)OC(C)(C)O	C9H20O3	AlkEthOH_c402
1305	YRSIFCHKXFKNME-ZCFIWIBFSA-N	CC[C@@H](C)C(C)(C)O	C7H16O	AlkEthOH_c963
1306	HDGHQFQMWUTHKL-UHFFFAOYSA-N	CC1OCCCO1	C5H10O2	AlkEthOH_r1136
1307	MGTQQJPZXWMDDM-UHNVWZDZSA-N	C[C@H](CO[C@@H](C)O)O	C5H12O3	AlkEthOH_c783
1308	HJJZIMFAIMUSBW-YFKPBYRVSA-N	CC(C)[C@H](CO)O	C5H12O2	AlkEthOH_c342
1309	RLQDOQFVVZRYQZ-BQBZGAKWSA-N	C[C@H]1[C@@](CCCO1)(C)O	C7H14O2	AlkEthOH_r746
1310	PUBJOYLZVVHMIK-ZETCQYMHSA-N	CC(C)C[C@@H](COC)O	C7H16O2	AlkEthOH_c441
1311	DTWSFXZFUIIGGY-ZETCQYMHSA-N	CC1(C[C@H](CCOC1)O)C	C8H16O2	AlkEthOH_r242
1312	OMJLNQRUFYGZAE-UHFFFAOYSA-N	CCOC(C)(C)C(C)(C)C	C9H20O	AlkEthOH_c1177
1313	HNCYUSJMJMHDOO-RQJHMYQMSA-N	C[C@@H]1CCCO[C@@H](C1)O	C7H14O2	AlkEthOH_r960
1314	OSIWFPFXYWDUCJ-MRVPVSSYSA-N	C[C@@H]1CCCCOC1(C)C	C9H18O	AlkEthOH_r934
1315	UFPKCZXPUJSYMN-RNFRBKRXSA-N	CC[C@](C)(C[C@@H](C)O)O	C7H16O2	AlkEthOH_c945
1316	AUIKLSXVOASOKC-CRCLSJGQSA-N	C[C@]1(CC[C@@H]1O)O	C5H10O2	AlkEthOH_r309
1317	KRIMXCDMVRMCTC-UHFFFAOYSA-N	CCCCC(C)(C)O	C7H16O	AlkEthOH_c1121
1318	BKFRYLJVCOFYKA-UHFFFAOYSA-N	CC(C)OC(C)(C)OC(C)(C)O	C9H20O3	AlkEthOH_c517
1319	VUOACHKQWYLQLZ-ZCFIWIBFSA-N	C[C@H](CC(C)(C)OCO)O	C7H16O3	AlkEthOH_c634
1320	LYHIPCMGNGPTRB-OLQVQODUSA-N	C1CCO[C@@H]([C@@H](OC1)O)O	C6H12O4	AlkEthOH_r75
1321	RSUGVWXPNOYLKS-ZCFIWIBFSA-N	C[C@@H]1CC(CO1)(C)C	C7H14O	AlkEthOH_r799
1322	NNONUPCDWVODBN-SSDOTTSWSA-N	CC(C)C[C@H](O)OC(C)(C)O	C8H18O3	AlkEthOH_c445
1323	AHTJAMFYHUJPQA-RXMQYKEDSA-N	CCO[C@@H](C)OCO	C5H12O3	AlkEthOH_c1246
1324	NJAPDODYQFGHIN-UHNVWZDZSA-N	C[C@@H]1OC[C@@](O1)(C)O	C5H10O3	AlkEthOH_r1113
1325	JCUIANGTMHALGJ-ZCFIWIBFSA-N	CC(C)(C)C[C@H](O)OCO	C7H16O3	AlkEthOH_c166
1326	PFBWGJOMLGYATK-SECBINFHSA-N	C[C@]1(COCCCOC1(C)C)O	C9H18O3	AlkEthOH_r202
1327	IJSWHQLGWJBXJF-ZCFIWIBFSA-N	C[C@H](C(C)(C)COC)O	C7H16O2	AlkEthOH_c63
1328	UEPMTQSTECZBHS-UHFFFAOYSA-N	CC1(CCCOCC1(C)C)C	C10H20O	AlkEthOH_r488
1329	IFDHMBHPLKHMOY-UHFFFAOYSA-N	CCC(C)(C)CCO	C7H16O	AlkEthOH_c928
1330	AMRSGJRCBGKNNC-VIFPVBQESA-N	C[C@H]1CCCCCOC(O1)(C)C	C10H20O2	AlkEthOH_r912
1331	MGMXTRZFWPWZFH-UHFFFAOYSA-N	CCOC(C)(C)O	C5H12O2	AlkEthOH_c1192
1332	RMJMOIGSWATFGE-LURJTMIESA-N	C[C@@H](CCO)C(C)(C)O	C7H16O2	AlkEthOH_c732
1333	GRJUNJREGHLSJA-MRVPVSSYSA-N	C[C@@H]1CCCOCC(O1)(C)C	C9H18O2	AlkEthOH_r974
1334	DTNXZWISPIOFDZ-RITPCOANSA-N	C[C@@H]1CC[C@]1(C)O	C6H12O	AlkEthOH_r847
1335	BQHSYCYTCVVHEH-VIFPVBQESA-N	C[C@H]1CCCOCC(C1)(C)C	C10H20O	AlkEthOH_r970
1336	MRIOPOUKNOHBSJ-HCWXCVPCSA-N	C[C@@H](C[C@H](O)O[C@@H](C)O)O	C6H14O4	AlkEthOH_c699
1337	MXLMTQWGSQIYOW-YFKPBYRVSA-N	C[C@@H](C(C)C)O	C5H12O	AlkEthOH_c327
1338	DMZSAKOOYMQPSM-BQBZGAKWSA-N	C[C@H]1CCCO[C@](O1)(C)O	C7H14O3	AlkEthOH_r962
1339	KLNKIBKZWMDVKU-ZCFIWIBFSA-N	CC1(CCCO[C@H]1O)C	C7H14O2	AlkEthOH_r476
1340	ZEVYENYHGLLKAY-RFZPGFLSSA-N	C[C@H]([C@](C)(O)OCO)O	C5H12O4	AlkEthOH_c92
1341	QEHFDLMARNTXIZ-UHFFFAOYSA-N	CC1(CCCCCCC1)C	C10H20	AlkEthOH_r374
1342	UUHRMOXZGJCLCQ-RITPCOANSA-N	C[C@@H]1[C@H](COCCO1)O	C6H12O3	AlkEthOH_r762
1343	ITUSHZAINIWHAL-QMMMGPOBSA-N	CC(C)C[C@@H](CC(C)(C)O)O	C9H20O2	AlkEthOH_c434
1344	YEYZPQHPOPOJMP-GFCCVEGCSA-N	C[C@]1(CCCCCCC(C1)(C)C)O	C12H24O	AlkEthOH_r362
1345	IWXWZPOCJPWVAD-QMMMGPOBSA-N	C[C@@]1(CCOC(C1)(C)C)O	C8H16O2	AlkEthOH_r238
1346	WTSNJIOXOOURQJ-QMMMGPOBSA-N	C[C@@]1(CCCCOCC1)O	C8H16O2	AlkEthOH_r446
1347	JNGFFMSLVROLQM-ZETCQYMHSA-N	C[C@@H](O)OC(C)(C)C(C)C	C8H18O2	AlkEthOH_c292
1348	QFZITDCVRJQLMZ-BYPYZUCNSA-N	CC(C)([C@H](CO)O)O	C5H12O3	AlkEthOH_c136
1349	URYFKSACZCTQBB-BDAKNGLRSA-N	C[C@@H]1CCCCC[C@]1(C)O	C9H18O	AlkEthOH_r886
1350	RTZKZFJDLAIYFH-UHFFFAOYSA-N	CCOCC	C4H10O	AlkEthOH_c1266
1351	JVIBDBYEJQUWQE-WDSKDSINSA-N	C[C@]1(CCOC[C@H](O1)O)O	C6H12O4	AlkEthOH_r537
1352	GCQIRPJZONARRR-LURJTMIESA-N	CC(C)[C@@H](C(C)(C)O)O	C7H16O2	AlkEthOH_c260
1353	IPNQEKDRLAFQKQ-HTQZYQBOSA-N	C[C@]1(CCCC[C@@]1(C)O)O	C8H16O2	AlkEthOH_r339
1354	BISOHHCQAGAUQF-UHFFFAOYSA-N	CC1(CCCCOC(C1)(C)C)C	C11H22O	AlkEthOH_r415
1355	MEBONNVPKOBPEA-MRVPVSSYSA-N	C[C@@H]1CCCCC1(C)C	C9H18	AlkEthOH_r872
1356	PAWTZMCTKMSIOE-NKWVEPMBSA-N	C[C@H]1C[C@](CCO1)(C)O	C7H14O2	AlkEthOH_r791
1357	JRBGUVDSOYNXCH-UHFFFAOYSA-N	CC1(OCCCCCO1)C	C8H16O2	AlkEthOH_r698
1358	OPUNGIDXHDJRBZ-UHFFFAOYSA-N	CC(C)OC(C)(C)COC	C8H18O2	AlkEthOH_c513
1359	YJLLCQOKDRFKNI-UHFFFAOYSA-N	CC1(CCOCOC1(C)C)C	C9H18O2	AlkEthOH_r582
1360	SOEZICCGJZJVJN-WHFBIAKZSA-N	C[C@@H](O)OC(C)(O)O[C@@H](C)O	C6H14O5	AlkEthOH_c856
1361	QPRQEDXDYOZYLA-YFKPBYRVSA-N	CC[C@H](C)CO	C5H12O	AlkEthOH_c976
1362	ZMOMZPHFSDNWKL-LURJTMIESA-N	C[C@@H](O)OCC(C)C	C6H14O2	AlkEthOH_c477
1363	FGSKXWATGSZBRL-OCAPTIKFSA-N	C[C@]1(CCOCC[C@]1(C)O)O	C8H16O3	AlkEthOH_r557
1364	RINRJHHBMASRLW-UHFFFAOYSA-N	C1COCC(CO1)O	C5H10O3	AlkEthOH_r137
1365	JZHVPDDZWUGHJM-SNVBAGLBSA-N	CC(C)O[C@](C)(CC(C)(C)C)O	C10H22O2	AlkEthOH_c523
1366	JILHZKWLEAKYRC-UHFFFAOYSA-N	CC(C)(C)COC	C6H14O	AlkEthOH_c172
1367	OVNHOBJRYCLLAY-QMMMGPOBSA-N	CC1(COCCCC[C@H](O1)O)C	C9H18O3	AlkEthOH_r622
1368	SIBNFIMYQHFQDU-RXMQYKEDSA-N	C[C@@]1(COCCO1)O	C5H10O3	AlkEthOH_r652
1369	PIFFBRWMLKIYGL-HTQZYQBOSA-N	C[C@]1(CCOCC[C@H](C1)O)O	C8H16O3	AlkEthOH_r549
1370	IKECULIHBUCAKR-UHFFFAOYSA-N	CC(C)C(C)(C)O	C6H14O	AlkEthOH_c286
1371	JRHHAAZGUXMHCT-PHDIDXHHSA-N	C[C@@]1([C@@H](COCCO1)O)O	C6H12O4	AlkEthOH_r207
1372	WKWQBYBWHUPZPB-RITPCOANSA-N	C[C@H](C[C@@H](O)OC(C)(C)O)O	C7H16O4	AlkEthOH_c697
1373	FDGBSYKWQLUSRA-SECBINFHSA-N	CC(C)[C@@](C)(CC(C)(C)O)O	C9H20O2	AlkEthOH_c296
1374	KBPCCVWUMVGXGF-UHFFFAOYSA-N	CC(C)CCCC(C)C	C9H20	AlkEthOH_c460
1375	IPOVJKCNDYOWFF-RQJHMYQMSA-N	C[C@@H]1OCOCC[C@@](O1)(C)O	C7H14O4	AlkEthOH_r1154
1376	SVEMKBCPZYWEPH-UHFFFAOYSA-N	CCC(C)(C)CC(C)C	C9H20	AlkEthOH_c925
1377	ZVLBMGIXYDSPLX-GSVOUGTGSA-N	CO[C@@H](O)OCO	C3H8O4	AlkEthOH_c1289
1378	BJOVVQWVIJFPSK-QMMMGPOBSA-N	C[C@H]1CCOCCC(O1)(C)C	C9H18O2	AlkEthOH_r1021
1379	YWYCGTZNHWYQBD-UHFFFAOYSA-N	CC1(CCC(C1)(C)C)C	C9H18	AlkEthOH_r293
1380	LKRXUBIBJXNZDR-ZCFIWIBFSA-N	C[C@@H]1OCCC(O1)(C)C	C7H14O2	AlkEthOH_r1115
1381	YJPMECCREZNMIA-SCSAIBSYSA-N	C[C@@]1(COCO1)O	C4H8O3	AlkEthOH_r670
1382	LSJHPKVLOIDDNO-HTQZYQBOSA-N	C[C@@]1(C[C@H](COCCCO1)O)O	C8H16O4	AlkEthOH_r252
1383	OMSLSFZIEVFEIH-ZCFIWIBFSA-N	C[C@H](CC(C)(C)OC)O	C7H16O2	AlkEthOH_c633
1384	JGPJRBWLBUGAQN-UHFFFAOYSA-N	CCOC(C)(C)CC(C)(C)C	C10H22O	AlkEthOH_c1183
1385	UAPKHLFYBWNRJP-WHFBIAKZSA-N	C[C@]1(C[C@@](O1)(C)O)O	C5H10O3	AlkEthOH_r258
1386	DUXCSEISVMREAX-UHFFFAOYSA-N	CC(C)(C)CCO	C6H14O	AlkEthOH_c169
1387	WICKZWVCTKHMNG-UHFFFAOYSA-N	CCC(C)(C)OC(C)C	C8H18O	AlkEthOH_c936
1388	TZCFXOLNCRUEPQ-LURJTMIESA-N	CC1(OCCC[C@H](O1)O)C	C7H14O3	AlkEthOH_r688
1389	QRYDGQLSWQAGGB-SSDOTTSWSA-N	CCO[C@@H](C)OC(C)C	C7H16O2	AlkEthOH_c1242
1390	CFMZSAOZRYYKGT-MRVPVSSYSA-N	C[C@@H]1CCCOCC1(C)C	C9H18O	AlkEthOH_r979
1391	IFCXXMIVTRLEJG-BQBZGAKWSA-N	C[C@H]1[C@@](CCOCO1)(C)O	C7H14O3	AlkEthOH_r752
1392	ZAVZCDSAXZJXJV-QWWZWVQMSA-N	C[C@@H]1CO[C@H](O1)O	C4H8O3	AlkEthOH_r1055
1393	FZVRJUXUHGYTTI-IUYQGCFVSA-N	C[C@@H](O)O[C@H](O)OC	C4H10O4	AlkEthOH_c875
1394	HUSOFJYAGDTKSK-OCAPTIKFSA-N	C1CCC[C@@H]([C@@H](CC1)O)O	C8H16O2	AlkEthOH_r52
1395	XHMWPVBQGARKQM-UHFFFAOYSA-N	CCOCCCO	C5H12O2	AlkEthOH_c1279
1396	VYQLBNSNQRILNJ-UHFFFAOYSA-N	CC(C)OC(O)OC(C)C	C7H16O3	AlkEthOH_c576
1397	HCGFUIQPSOCUHI-UHFFFAOYSA-N	CC(C)OCCO	C5H12O2	AlkEthOH_c591
1398	OHMBHFSEKCCCBW-PHDIDXHHSA-N	C[C@H](CC[C@@H](C)O)O	C6H14O2	AlkEthOH_c707
1399	JNPFXKQOAOECKC-SECBINFHSA-N	C[C@]1(CC(CCOC1)(C)C)O	C9H18O2	AlkEthOH_r529
1400	UKNPLYGXFODGMI-NTSWFWBYSA-N	C[C@H]1OCOCC[C@@H](O1)O	C6H12O4	AlkEthOH_r1155
1401	QWHNJUXXYKPLQM-UHFFFAOYSA-N	CC1(CCCC1)C	C7H14	AlkEthOH_r323
1402	XSJVWZAETSBXKU-UHFFFAOYSA-N	CCOC(C)C	C5H12O	AlkEthOH_c1221
1403	BOLHSRBNBVFMDL-UHFFFAOYSA-N	CC1(CC(O1)(C)C)C	C7H14O	AlkEthOH_r256
1404	GMWUGZRYXRJLCX-ZCFIWIBFSA-N	CCC[C@](C)(O)OC	C6H14O2	AlkEthOH_c1061
1405	DNSHZCSCZMIZSY-SSDOTTSWSA-N	CCO[C@H](CC(C)C)O	C7H16O2	AlkEthOH_c1250
1406	OWCNPTHAWPMOJU-UHFFFAOYSA-N	CC(C)(C)CCCO	C7H16O	AlkEthOH_c168
1407	IUJCDOMPTVKMRX-UHFFFAOYSA-N	CC(C)(C)OC(C)(C)O	C7H16O2	AlkEthOH_c180
1408	TXEIASDZXAVKIV-DTWKUNHWSA-N	C[C@]1(CCCCOC[C@](O1)(C)O)O	C9H18O4	AlkEthOH_r439
1409	CETWDUZRCINIHU-ZETCQYMHSA-N	CCCCC[C@H](C)O	C7H16O	AlkEthOH_c1131
1410	WXLWBLMLROWUNO-SFYZADRCSA-N	C[C@@H]1OCCCCO[C@](O1)(C)O	C8H16O4	AlkEthOH_r1132
1411	QVSZIIFQANWGHJ-SSDOTTSWSA-N	C[C@@]1(CCCCOCO1)O	C7H14O3	AlkEthOH_r452
1412	KEVFCEZLEGBUMO-VIFPVBQESA-N	C[C@]1(COCCCC(O1)(C)C)O	C9H18O3	AlkEthOH_r484
1413	SQYUVRKTODBUSO-YFKPBYRVSA-N	C[C@@H](O)OC(C)(C)OCO	C6H14O4	AlkEthOH_c843
1414	CQJFCJPBJHSCFI-LURJTMIESA-N	CC1(COCC[C@@H]1O)C	C7H14O2	AlkEthOH_r613
1415	CBQHQFCHXSBUIW-ZETCQYMHSA-N	C[C@@H](CCO)OC(C)C	C7H16O2	AlkEthOH_c551
1416	WVDZBDZXQWXZRA-ZETCQYMHSA-N	CC(C)C[C@@](C)(CO)O	C7H16O2	AlkEthOH_c397
1417	XUVLGGFLKRMBQX-BDAKNGLRSA-N	C[C@@H]1CCCCCO[C@@H](C1)O	C9H18O2	AlkEthOH_r911
1418	HNRMPXKDFBEGFZ-UHFFFAOYSA-N	CCC(C)(C)C	C6H14	AlkEthOH_c914
1419	XNWLVRWUBAKUDX-RFZPGFLSSA-N	C[C@H]([C@@H](C)OCO)O	C5H12O3	AlkEthOH_c105
1420	GESPJGVSMTZOBM-YFKPBYRVSA-N	CC(C)(C[C@@H](CO)O)O	C6H14O3	AlkEthOH_c202
1421	JIEJJGMNDWIGBJ-UHFFFAOYSA-N	CCCOC(C)C	C6H14O	AlkEthOH_c1148
1422	GPORQXXDDLVISL-MRVPVSSYSA-N	C[C@@](CC(C)(C)C)(CO)O	C8H18O2	AlkEthOH_c160
1423	QONBKISCDWCHKF-UHFFFAOYSA-N	CC(C)COCO	C5H12O2	AlkEthOH_c486
1424	NPUIBFBNZSKEAP-QMMMGPOBSA-N	CC(C)[C@H](CC(C)(C)C)O	C9H20O	AlkEthOH_c336
1425	SWSZLAUGQDKJRZ-IMJSIDKUSA-N	C1CO[C@@H](O[C@H](O1)O)O	C4H8O5	AlkEthOH_r126
1426	LYDSDCKYZDEIQZ-YFKPBYRVSA-N	CC(C)(C)[C@@H](O)OCO	C6H14O3	AlkEthOH_c153
1427	NKKWYENCEXCGLD-LURJTMIESA-N	CC(C)(C)C[C@@H](CO)O	C7H16O2	AlkEthOH_c164
1428	WRYMMVQLPJQAHE-WDSKDSINSA-N	C[C@H]1COCCO[C@@H]1O	C6H12O3	AlkEthOH_r1103
1429	IOYWGMAMYOKUSJ-NTSWFWBYSA-N	C[C@@H]([C@@](C)(COC)O)O	C6H14O3	AlkEthOH_c80
1430	AEOTVDNBJZVETE-UHFFFAOYSA-N	CC1(CCCOC(C1)(C)C)C	C10H20O	AlkEthOH_r461
1431	LMUPMAUYDKOYQR-VIFPVBQESA-N	CC1(C[C@H](CCCCOC1)O)C	C10H20O2	AlkEthOH_r230
1432	QSLYHAVLECSOAW-SSDOTTSWSA-N	C[C@@H]1COCCOC1(C)C	C8H16O2	AlkEthOH_r1100
1433	SGIZHFOBPJCEOM-YUMQZZPRSA-N	C[C@@]1(CCCCC[C@@H]1O)O	C8H16O2	AlkEthOH_r360
1434	FCFZANUXOOVQDC-PHDIDXHHSA-N	C[C@@]1([C@@H](CCOCO1)O)O	C6H12O4	AlkEthOH_r198
1435	OXEJDIZDGFFUFZ-MRVPVSSYSA-N	C[C@@H]1CCOCCC1(C)C	C9H18O	AlkEthOH_r1025
1436	LMYYGVAPDQKWLQ-UHFFFAOYSA-N	CC(C)(CCO)COC	C7H16O2	AlkEthOH_c217
1437	FHJCGIUZJXWNET-UHFFFAOYSA-N	CC(C)CCCC(C)(C)C	C10H22	AlkEthOH_c457
1438	TWGSXTJXQLNWNP-VKHMYHEASA-N	C1[C@H](OCO1)O	C3H6O3	AlkEthOH_r8
1439	QCIYAEYRVFUFAP-NTSWFWBYSA-N	CCC[C@H]([C@H](C)O)O	C6H14O2	AlkEthOH_c1013
1440	RDSLQLNFRAZRHO-RNFRBKRXSA-N	C[C@@H]1CCCOC[C@H]1O	C7H14O2	AlkEthOH_r982
1441	OBMVKTKANXDULZ-QMMMGPOBSA-N	CC1(CCCCC[C@H](O1)O)C	C9H18O2	AlkEthOH_r352
1442	COKZYANJOKKCSV-UHFFFAOYSA-N	C1OC(O1)O	C2H4O3	AlkEthOH_r181
1443	KHSOOQUMPPYGAW-JGVFFNPUSA-N	C[C@@H](C[C@@H](C)O)C(C)C	C8H18O	AlkEthOH_c322
1444	GWHMYERLYIUVIW-MRVPVSSYSA-N	CCC[C@](C)(C(C)(C)O)O	C8H18O2	AlkEthOH_c1016
1445	VWGPVCMQOGOTTO-UHNVWZDZSA-N	C[C@H](O)O[C@H](O)OC(C)(C)O	C6H14O5	AlkEthOH_c877
1446	ZKCCKKDTLQTPKF-ZCFIWIBFSA-N	CCO[C@H](C)COC	C6H14O2	AlkEthOH_c1236
1447	RMADLEHDZMFVAL-LURJTMIESA-N	C[C@]1(COCCOCO1)O	C6H12O4	AlkEthOH_r666
1448	APIAATLXLMNLAL-SNVBAGLBSA-N	C[C@]1(CCCCCOC1(C)C)O	C10H20O2	AlkEthOH_r184
1449	BLPQVCYJEKICMR-OLQVQODUSA-N	C1COCC[C@H](O[C@H]1O)O	C6H12O4	AlkEthOH_r147
1450	AOZYBFKIPADBTC-RFZPGFLSSA-N	C[C@@H]1[C@](CO1)(C)O	C5H10O2	AlkEthOH_r755
1451	MNEVCQDVSIWYJT-ZETCQYMHSA-N	CC(C)O[C@@H](C(C)(C)C)O	C8H18O2	AlkEthOH_c490
1452	MVTQUHWEJFWVBE-QMMMGPOBSA-N	CC(C)O[C@@H](CC(C)(C)C)O	C9H20O2	AlkEthOH_c563
